EQUIPMENT_ID,SERIAL_NUMBER,MAKE,MODEL,CATEGORY,SUBCATEGORY,DESCRIPTION,YEAR_MANUFACTURED,ACQUISITION_DATE,ACQUISITION_COST,REPLACEMENT_COST,BRANCH_ID,STATUS,CONDITION,LATITUDE,LONGITUDE,LAST_SERVICE_DATE,NEXT_SERVICE_DUE,HOUR_METER_READING,DAILY_RATE,WEEKLY_RATE,MONTHLY_RATE,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
EQ-012353,JLG801821E,JLG,G10-55A,AERIAL,Telehandler,Telehandler 10K 55ft,2024,2024-07-03,93150,183600,BR-01001,AVAILABLE,EXCELLENT,40.711658,-74.016177,2026-03-19,2026-03-20,8419,514.96,1544.88,4634.64,UR_EQUIPMENT,b1338928d7c573abc133aedc86161690f68d269e13ecd8c7f4c38fcbd2423900,2026-03-20T07:54:07.046487,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046488,9999-12-31T00:00:00
EQ-012354,JLG839279E,JLG,600S,AERIAL,Boom,Boom Lift 60ft Straight,2020,2020-09-22,172000,182500,BR-01074,AVAILABLE,EXCELLENT,29.446603,-98.468956,2026-03-19,2026-03-20,4216,443.95,1331.85,3995.55,UR_EQUIPMENT,a92865ba0fc2dce729744c584459a637534df35dd0a0befbe12d5ba3817f7b96,2026-03-20T07:54:07.046518,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046518,9999-12-31T00:00:00
EQ-012355,MAR460365R,Marley,NC Series,POWER_AND_HVAC,Cooling,Cooling Tower,2023,2024-01-10,126350,168700,BR-01035,RENTED,FAIR,36.240632,-86.727688,2026-03-19,2026-03-20,2189,314.46,943.38,2830.14,UR_EQUIPMENT,c8dec6a6eae2935bdc4fdad0c4d143d2aa7216cd4129d1db4ee0ec25707afb84,2026-03-20T07:54:07.046548,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046548,9999-12-31T00:00:00
EQ-012356,CAS120339Z,Case,580SN,EARTHMOVING,Backhoe,Backhoe Loader,2016,2016-07-21,127600,134000,BR-01016,AVAILABLE,FAIR,39.296646,-76.60528,2026-03-19,2026-03-20,3201,373.89,1121.67,3365.01,UR_EQUIPMENT,ed353fc6dbfabf9e92fa7b10d1524f221d08a1becf0ac0073b955a033deac3c4,2026-03-20T07:54:07.046578,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046579,9999-12-31T00:00:00
EQ-012357,CUM590465H,Cummins,C200,POWER_AND_HVAC,Generator,Generator 200kW Diesel,2017,2018-09-27,314100,319500,BR-01039,RENTED,EXCELLENT,35.83731,-78.681942,2026-03-19,2026-03-20,13782,845.74,2537.22,7611.66,UR_EQUIPMENT,6f564f135d30bc84988f260bac8641cf97de49a837edb5c2fc34ae21ce8f0920,2026-03-20T07:54:07.046609,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046609,9999-12-31T00:00:00
EQ-012358,JLG930184P,JLG,800S,AERIAL,Boom,Boom Lift 80ft Straight,2017,2018-10-01,270200,255500,BR-01045,RENTED,GOOD,37.560261,-77.378754,2026-03-19,2026-03-20,9922,658.08,1974.24,5922.72,UR_EQUIPMENT,c2eea670a39ecb57bf18743451775e4b9869ecb0369487c9777705a5d7a7bc09,2026-03-20T07:54:07.046640,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046640,9999-12-31T00:00:00
EQ-012359,SKY760251K,Skyjack,SJ6826RT,AERIAL,Scissor,Scissor Lift 26ft Rough Terrain,2018,2019-10-14,69250,102250,BR-01091,RENTED,GOOD,45.620247,-122.749112,2026-03-19,2026-03-20,3736,260.15,780.45,2341.35,UR_EQUIPMENT,3d703f35691ed6dd19c69a7c0390acceb148f4c82bfbb82274b9138308ee1b1c,2026-03-20T07:54:07.046670,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046671,9999-12-31T00:00:00
EQ-012360,CAR845541J,Carrier,30RB,POWER_AND_HVAC,Air-Cooled,Air-Cooled Chiller 5T,2020,2021-04-28,64250,119500,BR-01064,AVAILABLE,POOR,38.628944,-90.202548,2026-03-19,2026-03-20,12831,280.3,840.9,2522.7,UR_EQUIPMENT,694cd065709fac210adff063a32bcaa36ff33712edb6366d12684bb94396200a,2026-03-20T07:54:07.046701,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046701,9999-12-31T00:00:00
EQ-012361,LIE778716A,Liebherr,LTM 1050,MATERIAL_HANDLING,All,All Terrain Crane 50T,2018,2019-11-07,655200,585000,BR-01083,AVAILABLE,EXCELLENT,34.065574,-118.256629,2026-03-19,2026-03-20,9248,1675.91,5027.73,15083.19,UR_EQUIPMENT,c56ccec517d68a16696015c7905d429cb15dc9fb83e5550136f6c0aa664cb4a3,2026-03-20T07:54:07.046732,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046732,9999-12-31T00:00:00
EQ-012362,JLG169012N,JLG,G10-55A,AERIAL,Telehandler,Telehandler 10K 55ft,2024,2024-02-24,170100,153000,BR-01075,MAINTENANCE,POOR,30.266044,-97.731184,2026-03-19,2026-03-20,10353,421.26,1263.78,3791.34,UR_EQUIPMENT,461c1647ba502ca700cb6ce0b6745fe68849b00cfc5a574b15254b109e7f05bf,2026-03-20T07:54:07.046765,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046766,9999-12-31T00:00:00
EQ-012363,JOH722748E,John Deere,450K,EARTHMOVING,Crawler,Crawler Dozer,2017,2017-02-08,114400,168300,BR-01054,AVAILABLE,FAIR,39.973032,-83.002915,2026-03-19,2026-03-20,4787,488.27,1464.81,4394.43,UR_EQUIPMENT,0d8407ea7ecad9183d527adf2fe0c27dde26afa8dd3ec2e615c75b922a6a6c69,2026-03-20T07:54:07.046797,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046798,9999-12-31T00:00:00
EQ-012364,BOB448219E,Bobcat,S650,EARTHMOVING,Skid,Skid Steer Loader,2015,2016-04-18,87725,85525,BR-01007,RENTED,EXCELLENT,40.08823,-75.03933,2026-03-19,2026-03-20,11620,309.02,927.06,2781.18,UR_EQUIPMENT,7e82062a4200932a5e01958dc874247b1ecfc35c6d72ac4b7df92e9889863e0f,2026-03-20T07:54:07.046831,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046832,9999-12-31T00:00:00
EQ-012365,JLG444204N,JLG,600S,AERIAL,Boom,Boom Lift 60ft Straight,2019,2019-08-03,173000,249000,BR-01097,RENTED,FAIR,38.540557,-121.364625,2026-03-19,2026-03-20,14693,498.7,1496.1,4488.3,UR_EQUIPMENT,f8b9b2e271d015bd255b6a4553e89c48a52d11be5e6d33b005fb24276f312f68,2026-03-20T07:54:07.046865,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046865,9999-12-31T00:00:00
EQ-012366,ATL653111X,Atlas Copco,XAS 185,GENERAL_TOOLS,Air,Air Compressor 185 CFM,2018,2019-01-22,47075,63700,BR-01082,AVAILABLE,GOOD,31.791247,-106.48016,2026-03-19,2026-03-20,10507,200.14,600.42,1801.26,UR_EQUIPMENT,9a0a8ba421f8855f2ba1fc0ecb02c8947693bed4789da502a1dcacd554cd5af9,2026-03-20T07:54:07.046898,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046899,9999-12-31T00:00:00
EQ-012367,CUM535618W,Cummins,C60,POWER_AND_HVAC,Generator,Generator 60kW Diesel,2020,2021-05-12,129200,180400,BR-01021,RENTED,GOOD,40.842467,-74.053284,2026-03-19,2026-03-20,11713,413.97,1241.91,3725.73,UR_EQUIPMENT,f643e386f07f65f5cb1e486a64f0fbbe345f2473240a8ab8f5e7ed0a2743423b,2026-03-20T07:54:07.046932,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046932,9999-12-31T00:00:00
EQ-012368,CAT863986Y,Cat,314,EARTHMOVING,Excavator,Excavator 14T,2017,2017-06-10,156000,211800,BR-01046,AVAILABLE,GOOD,41.889578,-87.625564,2026-03-19,2026-03-20,8118,643.52,1930.56,5791.68,UR_EQUIPMENT,cda7ffe8a8e7bbd1d1cac9fef1863d3fd7c57e80e8c69af616eaddf8ff5c2d88,2026-03-20T07:54:07.046966,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.046966,9999-12-31T00:00:00
EQ-012369,KUB575301N,Kubota,KX040,EARTHMOVING,Mini,Mini Excavator 4T,2015,2015-07-14,65100,141300,BR-01093,AVAILABLE,GOOD,36.165177,-115.151772,2026-03-19,2026-03-20,14302,293.91,881.73,2645.19,UR_EQUIPMENT,cdbeb300be6d2d68559d83baf3179a5a7d8667c27a6362be15fcc1d20eceba5d,2026-03-20T07:54:07.046999,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047000,9999-12-31T00:00:00
EQ-012370,CAT155047W,Cat,XQ100,POWER_AND_HVAC,Generator,Generator 100kW Diesel,2020,2020-06-14,163200,177000,BR-01039,AVAILABLE,GOOD,35.747289,-78.622499,2026-03-19,2026-03-20,11291,567.26,1701.78,5105.34,UR_EQUIPMENT,2d6622c96b6f5a44025345f6b8bcb44bab1a807a8bee28d669753c2437c7717f,2026-03-20T07:54:07.047033,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047033,9999-12-31T00:00:00
EQ-012371,TOY950840I,Toyota,8FGU25,MATERIAL_HANDLING,Forklift,Forklift 5K Cushion,2021,2021-10-13,51900,46050,BR-01052,RENTED,GOOD,40.035885,-82.925359,2026-03-19,2026-03-20,6458,147.43,442.29,1326.87,UR_EQUIPMENT,c9d23dc39e3b806a86ee4d80ed637c8de9997aa924b099efe4c977f4239f77e4,2026-03-20T07:54:07.047066,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047067,9999-12-31T00:00:00
EQ-012372,YAL718622F,Yale,GDP120,MATERIAL_HANDLING,Forklift,Forklift 12K Diesel,2018,2019-10-04,103400,92950,BR-01030,RENTED,GOOD,25.641336,-80.251997,2026-03-19,2026-03-20,11507,294.75,884.25,2652.75,UR_EQUIPMENT,5e69a973b49a990709c352318203a9c9e6a4db54e58ad75f751b999affebface,2026-03-20T07:54:07.047100,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047101,9999-12-31T00:00:00
EQ-012373,JLG358236A,JLG,G10-55A,AERIAL,Telehandler,Telehandler 10K 55ft,2023,2024-07-27,145350,139050,BR-01072,RENTED,GOOD,29.697978,-95.246047,2026-03-19,2026-03-20,4126,395.81,1187.43,3562.29,UR_EQUIPMENT,8eb35b586e141b91f47a78e04707d723d0358507cd46b0bf788f53f20e7ea10a,2026-03-20T07:54:07.047133,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047134,9999-12-31T00:00:00
EQ-012374,GEN287394E,Genie,GS-1930,AERIAL,Scissor,Scissor Lift 19ft Electric,2021,2022-03-11,34375,55500,BR-01081,MAINTENANCE,FAIR,31.748548,-106.478458,2026-03-19,2026-03-20,14346,117.88,353.64,1060.92,UR_EQUIPMENT,b58b4acd1018ff15af98875c8fac25d4207b34836f36547dc265f2ab4e1062c3,2026-03-20T07:54:07.047176,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047176,9999-12-31T00:00:00
EQ-012375,BOB463688B,Bobcat,T770,EARTHMOVING,Compact,Compact Track Loader,2017,2018-01-02,98700,169400,BR-01003,RENTED,GOOD,40.630665,-73.886789,2026-03-19,2026-03-20,4270,303.27,909.81,2729.43,UR_EQUIPMENT,26451a57e5f62a0aae4f0264b84181b2839652294cc5c88e3cc110516acc70e2,2026-03-20T07:54:07.047208,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047209,9999-12-31T00:00:00
EQ-012376,JLG440017R,JLG,460SJ,AERIAL,Boom,Boom Lift 46ft Straight,2016,2016-08-10,114450,92050,BR-01017,AVAILABLE,EXCELLENT,39.307677,-76.594928,2026-03-19,2026-03-20,6340,335.89,1007.67,3023.01,UR_EQUIPMENT,5ae0a00701a81081f11930a17a46bab803a2dda4092a7c14cbf0e9033c2bc34b,2026-03-20T07:54:07.047242,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047242,9999-12-31T00:00:00
EQ-012377,CAT420390C,Cat,XQ100,POWER_AND_HVAC,Generator,Generator 100kW Diesel,2019,2019-08-19,132000,240600,BR-01082,DECOMMISSIONED,EXCELLENT,31.783582,-106.479178,2026-03-19,2026-03-20,6943,680.33,2040.99,6122.97,UR_EQUIPMENT,fcff4e84974003bb8053cc647d437a3c53fb11e8e837076b4f0a0b4e67b57219,2026-03-20T07:54:07.047275,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047276,9999-12-31T00:00:00
EQ-012378,YAL641980C,Yale,GDP120,MATERIAL_HANDLING,Forklift,Forklift 12K Diesel,2015,2016-10-18,96250,75075,BR-01048,MAINTENANCE,EXCELLENT,41.902243,-87.651653,2026-03-19,2026-03-20,13127,311.41,934.23,2802.69,UR_EQUIPMENT,83440c823cdef249e41abef45dd22e3aeddfaa1bce3a28fa9f2840123fa7f294,2026-03-20T07:54:07.047309,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047310,9999-12-31T00:00:00
EQ-012379,MAR740931I,Marley,NC Series,POWER_AND_HVAC,Cooling,Cooling Tower,2018,2018-12-12,138250,174650,BR-01094,DECOMMISSIONED,GOOD,36.187965,-115.114889,2026-03-19,2026-03-20,5580,374.07,1122.21,3366.63,UR_EQUIPMENT,bc4f141db359048476e8a44fce5bb2a62c8e2c1783ed9648ea9900f610b17df0,2026-03-20T07:54:07.047341,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047342,9999-12-31T00:00:00
EQ-012380,JLG553239Z,JLG,G10-55A,AERIAL,Telehandler,Telehandler 10K 55ft,2016,2016-07-11,116550,132300,BR-01015,AVAILABLE,GOOD,41.773006,-72.662547,2026-03-19,2026-03-20,6927,503.21,1509.63,4528.89,UR_EQUIPMENT,b5c7e350eaf43b891e5768c3a8e909c7f88de29b4b94c207bef53ab23af4332c,2026-03-20T07:54:07.047372,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047372,9999-12-31T00:00:00
EQ-012381,CHE530458E,Checkers,RP5x8,TRENCH_SAFETY,Road,Road Plate 5x8ft,2021,2022-09-14,10950,21050,BR-01084,AVAILABLE,GOOD,34.023771,-118.266223,2026-03-19,2026-03-20,0,44.3,132.9,398.7,UR_EQUIPMENT,888b0f37203e48e022b4daa2444b352c9e4ce426a19caa056916710323cf5d13,2026-03-20T07:54:07.047402,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047402,9999-12-31T00:00:00
EQ-012382,WAC427848B,Wacker Neuson,PT3A,GENERAL_TOOLS,Trash,Trash Pump 3in,2022,2023-03-02,34250,36125,BR-01092,RENTED,GOOD,45.398043,-122.620773,2026-03-19,2026-03-20,1698,122.59,367.77,1103.31,UR_EQUIPMENT,19b32227b705b2a953969131ac3e89ec9781266e2c3473f0b549529d856ce5ed,2026-03-20T07:54:07.047432,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047433,9999-12-31T00:00:00
EQ-012383,HAU181103J,Haulotte,HA20LE,AERIAL,Articulating,Articulating Boom 66ft Electric,2024,2024-02-09,136400,233750,BR-01072,RENTED,GOOD,29.74609,-95.298579,2026-03-19,2026-03-20,14873,540.99,1622.97,4868.91,UR_EQUIPMENT,a22c0c48582af7bb9aab9eb4429bc632cb93a913c1ce46fad8e4254cf8c65a7c,2026-03-20T07:54:07.047462,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047463,9999-12-31T00:00:00
EQ-012384,SKY902465Y,Skyjack,SJ6826RT,AERIAL,Scissor,Scissor Lift 26ft Rough Terrain,2016,2017-12-24,76500,109250,BR-01004,MAINTENANCE,GOOD,42.364362,-71.067335,2026-03-19,2026-03-20,5161,215.81,647.43,1942.29,UR_EQUIPMENT,4476486bfafcdbea25676ef7376e342eb2b8e283593f35c2272373237914e07f,2026-03-20T07:54:07.047495,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047496,9999-12-31T00:00:00
EQ-012385,JLG317185B,JLG,460SJ,AERIAL,Boom,Boom Lift 46ft Straight,2023,2023-05-03,94850,158900,BR-01094,AVAILABLE,EXCELLENT,36.196063,-115.1168,2026-03-19,2026-03-20,10230,307.81,923.43,2770.29,UR_EQUIPMENT,38d3e87740642a9afe8eb4c56a91d5cbdec044f09fe9713101786c6b07bd80ff,2026-03-20T07:54:07.047526,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047527,9999-12-31T00:00:00
EQ-012386,GME661676X,GME,SR Series,TRENCH_SAFETY,Slide,Slide Rail System,2023,2023-08-11,87000,81600,BR-01085,AVAILABLE,POOR,37.773525,-122.414429,2026-03-19,2026-03-20,0,297.58,892.74,2678.22,UR_EQUIPMENT,3f1c5a04c2d80df37a1dfcfc03863bce45ac8dd9483a293262a3f7ceee00a973,2026-03-20T07:54:07.047563,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047564,9999-12-31T00:00:00
EQ-012387,LIE450299M,Liebherr,LTM 1050,MATERIAL_HANDLING,All,All Terrain Crane 50T,2015,2016-06-20,709200,705600,BR-01046,TRANSPORT,POOR,41.750406,-87.667071,2026-03-19,2026-03-20,6755,1886.85,5660.55,16981.65,UR_EQUIPMENT,b14e55e2b89f7d2ebcb64f6ce3f0c43250e5328793ce889278e2eb5abe826bbc,2026-03-20T07:54:07.047606,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047607,9999-12-31T00:00:00
EQ-012388,HYS859171U,Hyster,H80FT,MATERIAL_HANDLING,Forklift,Forklift 8K Pneumatic,2022,2022-12-21,68200,55600,BR-01049,RENTED,GOOD,42.191329,-82.901466,2026-03-19,2026-03-20,529,179.4,538.2,1614.6,UR_EQUIPMENT,1303147776fdd893fe1f5996d250baa7149c4c78909b626417b6efebd6dc7720,2026-03-20T07:54:07.047649,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047650,9999-12-31T00:00:00
EQ-012389,GEN862473X,Generac,MLT6S,GENERAL_TOOLS,Light,Light Tower 6kW,2015,2015-09-15,38200,44900,BR-01058,AVAILABLE,EXCELLENT,44.965052,-93.261643,2026-03-19,2026-03-20,4158,98.98,296.94,890.82,UR_EQUIPMENT,f611bf37b2e07646b52fc097622cdd1d4b5a7a37edc83a824f77f11e722aff69,2026-03-20T07:54:07.047681,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047681,9999-12-31T00:00:00
EQ-012390,GEN489261D,Genie,GTH-636,AERIAL,Telehandler,Telehandler 6K 36ft,2024,2024-10-09,127400,110250,BR-01029,AVAILABLE,GOOD,25.763473,-80.173136,2026-03-19,2026-03-20,9833,358.82,1076.46,3229.38,UR_EQUIPMENT,1bb357864a3df6a6134dfb4865652ca13cf98b894fbc825950bad0365941f7f5,2026-03-20T07:54:07.047712,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047712,9999-12-31T00:00:00
EQ-012391,BOB555901M,Bobcat,T770,EARTHMOVING,Compact,Compact Track Loader,2022,2023-03-11,116900,133350,BR-01078,RENTED,GOOD,33.575622,-112.146736,2026-03-19,2026-03-20,1078,325.16,975.48,2926.44,UR_EQUIPMENT,ca1ea1256bc155c63ffb1f185f085aa99c50496771bcaeaa402c08bbd8566049,2026-03-20T07:54:07.047742,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047743,9999-12-31T00:00:00
EQ-012392,LAN552048B,Landa,PGHW,GENERAL_TOOLS,Hot,Hot Water Pressure Washer,2016,2017-06-15,43350,63150,BR-01048,AVAILABLE,GOOD,41.907546,-87.650729,2026-03-19,2026-03-20,6305,146.62,439.86,1319.58,UR_EQUIPMENT,e858a2e335cfc050173b9de0ee1abcfe780115848a04c4fcaeefdf72c52f4072,2026-03-20T07:54:07.047776,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047777,9999-12-31T00:00:00
EQ-012393,YAL560215G,Yale,GDP120,MATERIAL_HANDLING,Forklift,Forklift 12K Diesel,2015,2016-09-17,96250,134200,BR-01052,AVAILABLE,GOOD,39.97291,-83.004443,2026-03-19,2026-03-20,11244,309.33,927.99,2783.97,UR_EQUIPMENT,0ec5b6c2dc975eae26c0bf7f95853bc2798fb78072000e84ab2870fc317cf474,2026-03-20T07:54:07.047809,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047810,9999-12-31T00:00:00
EQ-012394,JLG837679P,JLG,460SJ,AERIAL,Boom,Boom Lift 46ft Straight,2018,2018-12-29,113050,158550,BR-01018,AVAILABLE,FAIR,39.275539,-76.605746,2026-03-19,2026-03-20,8195,322.72,968.16,2904.48,UR_EQUIPMENT,af5924470aa4450305a174ae7567fbe7f6c1d3cd1e6287cb537107c5b453022e,2026-03-20T07:54:07.047846,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047846,9999-12-31T00:00:00
EQ-012395,GEN489206J,Genie,GS-1930,AERIAL,Scissor,Scissor Lift 19ft Electric,2017,2018-12-11,42500,46625,BR-01013,RENTED,FAIR,41.760834,-72.636367,2026-03-19,2026-03-20,2265,137.74,413.22,1239.66,UR_EQUIPMENT,6faffee400a828fcf53661391879a583bb105d5d729e1c35ebe854628b593be5,2026-03-20T07:54:07.047884,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047885,9999-12-31T00:00:00
EQ-012396,ATL790156B,Atlas Copco,XAS 185,GENERAL_TOOLS,Air,Air Compressor 185 CFM,2019,2019-05-22,50225,56875,BR-01014,AVAILABLE,FAIR,41.736913,-72.68706,2026-03-19,2026-03-20,889,166.44,499.32,1497.96,UR_EQUIPMENT,27013dfb632589244824d359a15fd9434ffd475ebc0f52348d62cf7cb7a085bf,2026-03-20T07:54:07.047918,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047919,9999-12-31T00:00:00
EQ-012397,TOY987762P,Toyota,8FGU25,MATERIAL_HANDLING,Forklift,Forklift 5K Cushion,2023,2024-12-05,45300,61650,BR-01065,DECOMMISSIONED,FAIR,38.626679,-90.184794,2026-03-19,2026-03-20,9806,165.43,496.29,1488.87,UR_EQUIPMENT,f9e461e0454194bac467f98810128c3db76366ca4233a4ce79a5dacf26a981e0,2026-03-20T07:54:07.047951,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047952,9999-12-31T00:00:00
EQ-012398,JOH909969V,John Deere,450K,EARTHMOVING,Crawler,Crawler Dozer,2019,2020-10-18,118250,141350,BR-01018,AVAILABLE,EXCELLENT,39.274224,-76.607037,2026-03-19,2026-03-20,4100,508.54,1525.62,4576.86,UR_EQUIPMENT,b068a53983582f194e7e8f018a0655c7581522d9f7b64c38e995dc05cd8928ba,2026-03-20T07:54:07.047986,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.047987,9999-12-31T00:00:00
EQ-012399,JLG391482D,JLG,600S,AERIAL,Boom,Boom Lift 60ft Straight,2015,2016-01-20,156000,197500,BR-01038,AVAILABLE,EXCELLENT,35.754365,-78.637746,2026-03-19,2026-03-20,12196,498.76,1496.28,4488.84,UR_EQUIPMENT,33ea973b04a64f73f14e68bfccecd2b3b26744b5c3a9267ff05669df6971efda,2026-03-20T07:54:07.048018,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.048019,9999-12-31T00:00:00
EQ-012400,LIE476676D,Liebherr,LTM 1050,MATERIAL_HANDLING,All,All Terrain Crane 50T,2024,2024-11-20,599400,729000,BR-01053,AVAILABLE,GOOD,39.989481,-82.986958,2026-03-19,2026-03-20,3689,1798.13,5394.39,16183.17,UR_EQUIPMENT,b33fb7a018faecef801f491b5b7b9882e9e279e0f662908afad943d40bb446cc,2026-03-20T07:54:07.048053,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.048054,9999-12-31T00:00:00
EQ-012401,LIN139169E,Lincoln,Vantage 300,GENERAL_TOOLS,Welder,Welder Generator 300A,2015,2016-12-26,38550,71850,BR-01019,AVAILABLE,GOOD,40.727226,-74.176253,2026-03-19,2026-03-20,4592,134.97,404.91,1214.73,UR_EQUIPMENT,3adc43e92970427b5004940f3f440cbef3cabcda1bec7ff4cf0e2e1aa088111d,2026-03-20T07:54:07.048091,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.048092,9999-12-31T00:00:00
EQ-012402,EFF182640V,Efficiency,Steel Box 8x16,TRENCH_SAFETY,Trench,Trench Box 8ft,2016,2017-01-14,36750,47750,BR-01048,RENTED,GOOD,42.010852,-87.511983,2026-03-19,2026-03-20,0,113.17,339.51,1018.53,UR_EQUIPMENT,236704bf8963013c118351f398f98fd1743e18e6c25e0053fe161da10d3c0d16,2026-03-20T07:54:07.048129,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.048129,9999-12-31T00:00:00
EQ-012403,TOY453175C,Toyota,8FGU25,MATERIAL_HANDLING,Forklift,Forklift 5K Cushion,2023,2023-11-13,45750,52950,BR-01034,AVAILABLE,GOOD,36.165918,-86.781183,2026-03-19,2026-03-20,696,167.22,501.66,1504.98,UR_EQUIPMENT,f5623870c679731ce08b66444347dbdf150450cfa18ee63744f368f449d4995c,2026-03-20T07:54:07.048166,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.048166,9999-12-31T00:00:00
EQ-012404,CAT135279S,Cat,314,EARTHMOVING,Excavator,Excavator 14T,2019,2020-08-01,205200,208200,BR-01024,AVAILABLE,EXCELLENT,33.733015,-84.418135,2026-03-19,2026-03-20,10563,597.46,1792.38,5377.14,UR_EQUIPMENT,ea1653ecc18701ec977c86e00d786046d37578f1942ade818c1b2b882bb69792,2026-03-20T07:54:07.048200,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.048200,9999-12-31T00:00:00
EQ-012405,MUL115532E,Multiquip,QP-6TZ,GENERAL_TOOLS,Trash,Trash Pump 6in,2019,2019-12-31,42000,79450,BR-01011,AVAILABLE,GOOD,40.41728,-80.016806,2026-03-19,2026-03-20,3044,164.64,493.92,1481.76,UR_EQUIPMENT,9c4a4e32f42b72acf12efe008ec25714458c60d0297d715a243a97efa6b7e2f0,2026-03-20T07:54:07.048233,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.048234,9999-12-31T00:00:00
EQ-012406,CHE583906H,Checkers,RP5x8,TRENCH_SAFETY,Road,Road Plate 5x8ft,2016,2016-04-19,15900,13450,BR-01072,AVAILABLE,GOOD,29.791904,-95.347304,2026-03-19,2026-03-20,0,46.16,138.48,415.44,UR_EQUIPMENT,46936c1412e1e7dcfdf9719630768986b87f0bc1a3a83753ccc8bd95ab7c7b11,2026-03-20T07:54:07.048267,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.048267,9999-12-31T00:00:00
EQ-012407,KUB812025M,Kubota,KX040,EARTHMOVING,Mini,Mini Excavator 4T,2015,2016-04-29,108300,120000,BR-01029,TRANSPORT,FAIR,25.875485,-80.052959,2026-03-19,2026-03-20,6730,317.59,952.77,2858.31,UR_EQUIPMENT,2735a07567236df82433afe50b101d8f8d34a40ad640c25dcc1bcffb809ea0aa,2026-03-20T07:54:07.048301,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.048301,9999-12-31T00:00:00
EQ-012408,CAT920522Z,Cat,XQ100,POWER_AND_HVAC,Generator,Generator 100kW Diesel,2016,2017-08-06,133800,283800,BR-01016,RENTED,GOOD,39.315751,-76.754819,2026-03-19,2026-03-20,7941,514.41,1543.23,4629.69,UR_EQUIPMENT,2f9e67072c2d0b96f21a369731768b3cf207be9264ee16ee1a2a9bd371c463c0,2026-03-20T07:54:07.048337,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.048338,9999-12-31T00:00:00
