RECORD_ID,EQUIPMENT_ID,BRANCH_ID,MAINTENANCE_TYPE,DESCRIPTION,SCHEDULED_DATE,START_DATE,COMPLETION_DATE,LABOR_HOURS,PARTS_COST,LABOR_COST,TOTAL_COST,TECHNICIAN_NAME,STATUS,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
MR-041725,EQ-014272,BR-01097,CORRECTIVE,Corrective maintenance - Welder Generator 300A,2025-03-28,2025-03-29,2025-03-30,17.5,1445.34,2479.68,3925.02,Amanda Miller MD,COMPLETED,UR_MAINTENANCE_RECORDS,3796c0d10cfb5ee1fcd45297f23f22521ec982cd21ffee54cc39434c72c3593a,2026-03-20T07:54:08.504789,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.504790,9999-12-31T00:00:00
MR-041726,EQ-013394,BR-01016,CORRECTIVE,Corrective maintenance - Wheel Loader,2025-03-27,2025-03-27,2025-03-27,1.2,4264.73,169.2,4433.93,Michael Manning,COMPLETED,UR_MAINTENANCE_RECORDS,ced58c42ebca7afe7b030dcc072b47170738fea24cf799e4b25f3a08b15652f6,2026-03-20T07:54:08.504853,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.504853,9999-12-31T00:00:00
MR-041727,EQ-012418,BR-01069,PREVENTIVE,Preventive maintenance - Boom Lift 46ft Straight,2025-05-25,2025-05-26,2025-05-28,14.3,3505.56,1911.32,5416.88,Diana Reed,COMPLETED,UR_MAINTENANCE_RECORDS,2446e6810cc7baeb1624bbc8edd0fa8800e437e4c7b760647ad4dcca2a4c962a,2026-03-20T07:54:08.504919,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.504919,9999-12-31T00:00:00
MR-041728,EQ-010415,BR-01073,PREVENTIVE,Preventive maintenance - Trash Pump 3in,2025-11-19,2025-11-21,2025-11-22,21.2,4096.98,2792.41,6889.39,Jerome Adams,COMPLETED,UR_MAINTENANCE_RECORDS,908e86c3bf195a746b5684640f79648cf80bd480dd736e09db89697050a6ba97,2026-03-20T07:54:08.504984,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.504985,9999-12-31T00:00:00
MR-041729,EQ-013368,BR-01003,PREVENTIVE,Preventive maintenance - Wheel Loader,2025-11-24,2025-11-26,2025-11-26,1.1,494.57,133.05,627.62,Robert Cox,COMPLETED,UR_MAINTENANCE_RECORDS,d3250daa0712e9025c36cd7acf7e8a9c33e9b00e37bfb4cff9ab8986839540b0,2026-03-20T07:54:08.505047,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505048,9999-12-31T00:00:00
MR-041730,EQ-010465,BR-01028,PREVENTIVE,Preventive maintenance - Rough Terrain Forklift,2025-11-28,2025-11-28,2025-11-29,9.0,1136.91,1015.9,2152.81,Julie Bryan,COMPLETED,UR_MAINTENANCE_RECORDS,8bc1fde2a6533c0cdb5f132fd3b5a21a171f304d2ee4f8bd5698da19dc492ca8,2026-03-20T07:54:08.505116,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505116,9999-12-31T00:00:00
MR-041731,EQ-014720,BR-01048,CORRECTIVE,Corrective maintenance - Articulating Boom 66ft Electric,2025-06-15,2025-06-16,2025-06-17,13.1,1580.72,1189.39,2770.11,David Gibson,COMPLETED,UR_MAINTENANCE_RECORDS,0d4a9f933ae60b58e1a64aa9591a7ab5f3af63413afce042aad35951d19e94bc,2026-03-20T07:54:08.505182,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505183,9999-12-31T00:00:00
MR-041732,EQ-012153,BR-01017,EMERGENCY,Emergency maintenance - Trench Box 8ft,2025-11-20,2025-11-20,2025-11-22,15.6,3408.9,2160.04,5568.94,Catherine King,COMPLETED,UR_MAINTENANCE_RECORDS,9e11decd8afa7fdd999add53277b6a5131c9d80e26f949b0bfde9c8c41220c92,2026-03-20T07:54:08.505247,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505247,9999-12-31T00:00:00
MR-041733,EQ-011366,BR-01009,INSPECTION,Inspection maintenance - Backhoe Loader,2026-03-02,2026-03-02,2026-03-03,15.0,0.0,1801.0,1801.0,Wayne Miles,COMPLETED,UR_MAINTENANCE_RECORDS,c205efd2781f1ff2118f20593fc2b86fd2f02efb5ae23f1227035edf0a3317e3,2026-03-20T07:54:08.505310,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505311,9999-12-31T00:00:00
MR-041734,EQ-014249,BR-01014,EMERGENCY,Emergency maintenance - Mini Excavator 4T,2025-05-13,2025-05-16,2025-05-17,1.2,4396.56,161.74,4558.3,Daniel Collins,COMPLETED,UR_MAINTENANCE_RECORDS,e70031d113b632c40c90aa2a66e99b05117a3cefbdb363de65d0730fe3d43826,2026-03-20T07:54:08.505372,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505373,9999-12-31T00:00:00
MR-041735,EQ-014820,BR-01033,CORRECTIVE,Corrective maintenance - Scissor Lift 26ft Electric,2025-07-10,2025-07-11,2025-07-13,8.0,4302.41,633.17,4935.58,Anna Bailey,COMPLETED,UR_MAINTENANCE_RECORDS,4d425627c6b2c09b678ab7732387aac4fa2eeb7c4fa8994fc4a6b995d8e543f1,2026-03-20T07:54:08.505437,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505438,9999-12-31T00:00:00
MR-041736,EQ-012767,BR-01059,PREVENTIVE,Preventive maintenance - Articulating Boom 66ft Electric,2025-06-26,2025-06-28,2025-06-30,18.4,1400.17,1794.87,3195.04,Larry Moore,COMPLETED,UR_MAINTENANCE_RECORDS,21a3ed2f91bd5857a5b350cf6ab245799537f5da79b45f25d03a2a549e80c61a,2026-03-20T07:54:08.505500,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505501,9999-12-31T00:00:00
MR-041737,EQ-010268,BR-01096,PREVENTIVE,Preventive maintenance - Scissor Lift 19ft Electric,2025-08-07,2025-08-10,2025-08-10,3.4,3720.53,346.22,4066.75,John Cox,COMPLETED,UR_MAINTENANCE_RECORDS,7df209ff0ff5880608489c13b0ec8c6fb29f1fedd8cc8ff2ae45114db40894db,2026-03-20T07:54:08.505563,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505563,9999-12-31T00:00:00
MR-041738,EQ-014852,BR-01043,CORRECTIVE,Corrective maintenance - Skid Steer Loader,2025-07-09,2025-07-09,2025-07-10,7.9,4958.77,782.51,5741.28,Steven Weiss,COMPLETED,UR_MAINTENANCE_RECORDS,d340627d8daa189f2a9c45685cd229e7dd014b03aa2eadc2d08c21a8cb3e1a61,2026-03-20T07:54:08.505625,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505626,9999-12-31T00:00:00
MR-041739,EQ-010188,BR-01034,CORRECTIVE,Corrective maintenance - Boom Lift 60ft Straight,2026-02-14,2026-02-16,2026-02-16,19.2,832.6,1500.82,2333.42,Teresa Sellers,COMPLETED,UR_MAINTENANCE_RECORDS,20073655d9965c7c1b0b488a12ee1fc5dcfd225356cff702da81bc8f16300090,2026-03-20T07:54:08.505690,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505691,9999-12-31T00:00:00
MR-041740,EQ-014373,BR-01025,INSPECTION,Inspection maintenance - Forklift 8K Pneumatic,2025-07-03,2025-07-04,2025-07-06,17.2,0.0,1711.09,1711.09,Dylan Miller,COMPLETED,UR_MAINTENANCE_RECORDS,657151008a296c8581d6a8ef54db09efe8d79b98921160deb8ba0e0139052970,2026-03-20T07:54:08.505754,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505755,9999-12-31T00:00:00
MR-041741,EQ-013624,BR-01072,EMERGENCY,Emergency maintenance - Boom Lift 60ft Straight,2025-09-16,2025-09-19,2025-09-19,4.4,1620.43,562.17,2182.6,Bradley Schwartz,COMPLETED,UR_MAINTENANCE_RECORDS,b2acaae09f78c22f8ca5182e467134f3c17b8b96523a8557daf38765547a7bd5,2026-03-20T07:54:08.505817,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505818,9999-12-31T00:00:00
MR-041742,EQ-013901,BR-01079,PREVENTIVE,Preventive maintenance - Compact Track Loader,2025-12-10,2025-12-11,2025-12-12,10.6,3322.32,880.34,4202.66,Jason Pena,COMPLETED,UR_MAINTENANCE_RECORDS,1ad3552ba2bb57e67e21b001e82509f5a67efd2df8d55b6089655971808386dc,2026-03-20T07:54:08.505879,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505880,9999-12-31T00:00:00
MR-041743,EQ-011521,BR-01090,INSPECTION,Inspection maintenance - Generator 60kW Diesel,2025-03-26,2025-03-27,2025-03-29,8.8,0.0,714.69,714.69,Mary Bartlett,COMPLETED,UR_MAINTENANCE_RECORDS,1d740f6228f03255a959aae7c49d228fb7482cb1e6c2b33961d88ba24fdd2644,2026-03-20T07:54:08.505943,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.505944,9999-12-31T00:00:00
MR-041744,EQ-012906,BR-01027,INSPECTION,Inspection maintenance - Backhoe Loader,2025-10-02,2025-10-04,2025-10-06,17.3,0.0,1798.25,1798.25,Mitchell Payne,COMPLETED,UR_MAINTENANCE_RECORDS,f52c14b149e42da0ea94e2871d7a745923276ab68d5116fdc308686a1c4a514f,2026-03-20T07:54:08.506006,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506007,9999-12-31T00:00:00
MR-041745,EQ-012872,BR-01078,PREVENTIVE,Preventive maintenance - Articulating Boom 66ft Electric,2025-06-28,2025-06-29,2025-07-01,23.9,607.28,2502.38,3109.66,Stephanie Baker,COMPLETED,UR_MAINTENANCE_RECORDS,b03fc466af5db66e7aa0b1d261a5c91bd654c8c9c8f6a7c8d24fdf409e5556f0,2026-03-20T07:54:08.506070,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506070,9999-12-31T00:00:00
MR-041746,EQ-010583,BR-01054,CORRECTIVE,Corrective maintenance - Scissor Lift 26ft Rough Terrain,2025-11-29,2025-12-02,2025-12-02,10.6,2157.04,1469.93,3626.97,Lauren Smith,COMPLETED,UR_MAINTENANCE_RECORDS,ff689b81e0f636f23b4cb24dc6042c0fb0843efec9c3aaf3326f58f9870f9757,2026-03-20T07:54:08.506133,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506134,9999-12-31T00:00:00
MR-041747,EQ-014829,BR-01053,EMERGENCY,Emergency maintenance - Scissor Lift 19ft Electric,2026-01-07,2026-01-10,2026-01-11,6.5,2503.09,754.78,3257.87,Virginia Campbell,COMPLETED,UR_MAINTENANCE_RECORDS,965b1f7954b0c9b738b6fe69fb68a29493b91b243cf0b02893b199c72bf09f9f,2026-03-20T07:54:08.506197,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506198,9999-12-31T00:00:00
MR-041748,EQ-014533,BR-01096,CORRECTIVE,Corrective maintenance - Rough Terrain Crane 30T,2025-04-10,2025-04-11,2025-04-13,9.0,4343.91,1112.84,5456.75,Jacob Black,COMPLETED,UR_MAINTENANCE_RECORDS,e8740e8d6c1f64355fc4b83aa7cb0c3b20e6a984d7b1f0b4284943ba375669ff,2026-03-20T07:54:08.506260,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506261,9999-12-31T00:00:00
MR-041749,EQ-011424,BR-01044,PREVENTIVE,Preventive maintenance - Telehandler 6K 36ft,2025-05-14,2025-05-15,2025-05-16,6.9,867.11,530.97,1398.08,Kristy Wilson,COMPLETED,UR_MAINTENANCE_RECORDS,51f2b66a61926061980bca44af79dea4d70d2c5f2a1b76a3999b98831a269bd3,2026-03-20T07:54:08.506324,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506324,9999-12-31T00:00:00
MR-041750,EQ-014918,BR-01046,CORRECTIVE,Corrective maintenance - Indirect Fired Heater 400K BTU,2025-06-07,2025-06-07,2025-06-09,19.5,2970.73,1881.14,4851.87,Seth Campbell,COMPLETED,UR_MAINTENANCE_RECORDS,af760584c81e2c3d81f54d4e63e0378c5a2029d042a56b1429b204422caddc84,2026-03-20T07:54:08.506387,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506387,9999-12-31T00:00:00
MR-041751,EQ-014922,BR-01064,CORRECTIVE,Corrective maintenance - Welder Generator 500A,2025-09-12,2025-09-15,2025-09-15,12.4,747.5,1522.46,2269.96,Julie Randall,COMPLETED,UR_MAINTENANCE_RECORDS,abff96b962e3770634f805b0526e4ff1dda15c6548bca244c1bca881c6134d8f,2026-03-20T07:54:08.506455,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506456,9999-12-31T00:00:00
MR-041752,EQ-013221,BR-01085,PREVENTIVE,Preventive maintenance - Air-Cooled Chiller 5T,2025-08-10,2025-08-10,2025-08-12,12.9,4959.02,1522.54,6481.56,Scott Miller,COMPLETED,UR_MAINTENANCE_RECORDS,f8174924fe9b53bceeeee293224ba2194834a3d90fd59c667388f4363ef0e207,2026-03-20T07:54:08.506518,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506519,9999-12-31T00:00:00
MR-041753,EQ-012357,BR-01039,CORRECTIVE,Corrective maintenance - Generator 200kW Diesel,2025-06-09,2025-06-10,2025-06-11,23.1,4354.74,2301.74,6656.48,James Webb,COMPLETED,UR_MAINTENANCE_RECORDS,7a38f45566bfcae1674e5765e76157ad7252ffe907dffc85095e49c33202669b,2026-03-20T07:54:08.506577,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506578,9999-12-31T00:00:00
MR-041754,EQ-010881,BR-01057,PREVENTIVE,Preventive maintenance - Generator 200kW Diesel,2025-09-05,2025-09-08,2025-09-09,23.6,2444.62,1967.13,4411.75,Mark Walker,COMPLETED,UR_MAINTENANCE_RECORDS,9ef8c8ef831d2306cd9d90c22843bf5eecac37bfa33c1388af055cbe029c0e04,2026-03-20T07:54:08.506639,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506639,9999-12-31T00:00:00
MR-041755,EQ-010192,BR-01054,PREVENTIVE,Preventive maintenance - Crawler Dozer,2026-01-30,2026-01-30,2026-01-31,10.4,1094.79,1129.66,2224.45,Kristen Bailey,COMPLETED,UR_MAINTENANCE_RECORDS,ff062c56b871af4c74f40d108ece91cb74d63c8fc4b4bd403b563276179a0ed9,2026-03-20T07:54:08.506703,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506704,9999-12-31T00:00:00
MR-041756,EQ-011986,BR-01010,CORRECTIVE,Corrective maintenance - Forklift 5K Cushion,2025-10-13,2025-10-13,2025-10-14,16.7,2890.52,1804.09,4694.61,George Horn,COMPLETED,UR_MAINTENANCE_RECORDS,b6f135029a8ef667f33cb8a39d410fa36bdca5b2ef6db9abd43e01c62f6a398d,2026-03-20T07:54:08.506768,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506768,9999-12-31T00:00:00
MR-041757,EQ-012060,BR-01050,CORRECTIVE,Corrective maintenance - Air Compressor 185 CFM,2025-06-16,2025-06-16,2025-06-17,6.2,1969.88,467.64,2437.52,Jane Roth,COMPLETED,UR_MAINTENANCE_RECORDS,bf595b130b51be1e0d918daa5cd8bc8bbc58b8636b947ec929fbb19284c0ceb5,2026-03-20T07:54:08.506833,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506833,9999-12-31T00:00:00
MR-041758,EQ-012796,BR-01096,CORRECTIVE,Corrective maintenance - Scissor Lift 32ft Electric,2025-06-25,2025-06-25,2025-06-26,8.0,195.19,1168.08,1363.27,Jasmine Harris,COMPLETED,UR_MAINTENANCE_RECORDS,a89e03c20727652fc06334fd3c6c5285075e52cb3b203fcefa7259332a36fa5f,2026-03-20T07:54:08.506897,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506898,9999-12-31T00:00:00
MR-041759,EQ-010893,BR-01093,CORRECTIVE,Corrective maintenance - All Terrain Crane 50T,2025-11-02,2025-11-03,2025-11-04,6.4,1685.35,774.05,2459.4,Jessica Grant,COMPLETED,UR_MAINTENANCE_RECORDS,31858fe878cfd69e0d43d169557b44ebd3304382ca1d003db28305ec0437063d,2026-03-20T07:54:08.506961,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.506962,9999-12-31T00:00:00
MR-041760,EQ-014601,BR-01070,CORRECTIVE,Corrective maintenance - Hot Water Pressure Washer,2025-06-20,2025-06-20,2025-06-21,1.8,161.47,154.72,316.19,Zachary Valdez,COMPLETED,UR_MAINTENANCE_RECORDS,9a36b1c640024a66f9a11e79df69ef9011faec1d34fc19d71863a32a65e408ad,2026-03-20T07:54:08.507024,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507025,9999-12-31T00:00:00
MR-041761,EQ-011461,BR-01067,CORRECTIVE,Corrective maintenance - Forklift 8K Pneumatic,2025-06-05,2025-06-08,2025-06-08,12.5,1511.3,1217.08,2728.38,Margaret Rhodes,COMPLETED,UR_MAINTENANCE_RECORDS,fe0398be0eb8fef70648d3b1a4a4f784b87ea3e59889c103d1583924b90af39e,2026-03-20T07:54:08.507088,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507089,9999-12-31T00:00:00
MR-041762,EQ-011038,BR-01058,INSPECTION,Inspection maintenance - Generator 100kW Diesel,2026-03-02,2026-03-04,2026-03-05,15.7,0.0,1370.82,1370.82,Cindy Brock,COMPLETED,UR_MAINTENANCE_RECORDS,65b2c425cc0a19cd1cc0796760d7bf21a9650119ad9d53acf3ca3c1dc66d9577,2026-03-20T07:54:08.507155,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507156,9999-12-31T00:00:00
MR-041763,EQ-010016,BR-01089,CORRECTIVE,Corrective maintenance - Scissor Lift 26ft Rough Terrain,2026-01-18,2026-01-18,2026-01-20,11.5,2330.43,1220.15,3550.58,Robert Fisher,COMPLETED,UR_MAINTENANCE_RECORDS,59f5e451b54f5fecbfc146964c9fef37a61401dc5dfc6697029ca854e0c0263a,2026-03-20T07:54:08.507226,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507227,9999-12-31T00:00:00
MR-041764,EQ-014236,BR-01038,PREVENTIVE,Preventive maintenance - Forklift 12K Diesel,2025-05-02,2025-05-05,2025-05-06,12.2,510.86,1496.15,2007.01,Jasmine Hernandez,COMPLETED,UR_MAINTENANCE_RECORDS,f86c1b2300c517d52508d26c11382baf16018d07daf7cf063cf2a05e8ab86ea3,2026-03-20T07:54:08.507295,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507295,9999-12-31T00:00:00
MR-041765,EQ-010394,BR-01068,PREVENTIVE,Preventive maintenance - All Terrain Crane 50T,2025-12-04,2025-12-04,2025-12-06,18.1,601.74,2262.86,2864.6,Kenneth Anderson,COMPLETED,UR_MAINTENANCE_RECORDS,7b16f3ef221b7f2d6bf3399d5fad0c118e5ee9674284e4ae9044f74a6433bac6,2026-03-20T07:54:08.507364,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507365,9999-12-31T00:00:00
MR-041766,EQ-013354,BR-01064,CORRECTIVE,Corrective maintenance - Hydraulic Shoring System,2025-07-21,2025-07-23,2025-07-24,16.4,877.36,2099.44,2976.8,Andrew Spencer,COMPLETED,UR_MAINTENANCE_RECORDS,6a1f696ee568492dd07a0233b668a08ff5588c1ad2d0ad22f139bca7058e4a0d,2026-03-20T07:54:08.507429,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507430,9999-12-31T00:00:00
MR-041767,EQ-011522,BR-01088,PREVENTIVE,Preventive maintenance - Mini Excavator 4T,2026-02-18,2026-02-20,2026-02-20,14.3,2724.34,1474.33,4198.67,Ashley Atkinson,COMPLETED,UR_MAINTENANCE_RECORDS,22c618b27dcbbc081f712f76721510a06e08486ca535d895a9bd1296f67fd206,2026-03-20T07:54:08.507494,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507494,9999-12-31T00:00:00
MR-041768,EQ-012484,BR-01028,PREVENTIVE,Preventive maintenance - Compact Track Loader,2026-01-01,2026-01-04,2026-01-04,10.4,531.31,869.41,1400.72,Joel Henry,COMPLETED,UR_MAINTENANCE_RECORDS,43404834a9960e7858b8ade8b6f99fb60a60b2e5d51d9ae046ebf8022477bbe7,2026-03-20T07:54:08.507555,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507555,9999-12-31T00:00:00
MR-041769,EQ-012554,BR-01046,PREVENTIVE,Preventive maintenance - Forklift 12K Diesel,2025-04-09,2025-04-11,2025-04-13,11.6,4333.78,1546.53,5880.31,Luke Smith,COMPLETED,UR_MAINTENANCE_RECORDS,1688d3c52d4d5cf7d21b01fae5d39e8881265f275596e9abec5d88819a231d5d,2026-03-20T07:54:08.507613,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507613,9999-12-31T00:00:00
MR-041770,EQ-010417,BR-01076,PREVENTIVE,Preventive maintenance - Skid Steer Loader,2026-01-10,2026-01-12,2026-01-12,9.6,2274.89,1235.15,3510.04,Kendra Morris,COMPLETED,UR_MAINTENANCE_RECORDS,59d95ea845c8dc2240acb22d50d04425d787aed65aaaebf7c32d78dcf9ef4735,2026-03-20T07:54:08.507676,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507677,9999-12-31T00:00:00
MR-041771,EQ-010978,BR-01097,CORRECTIVE,Corrective maintenance - Mini Excavator 4T,2025-10-01,2025-10-01,2025-10-02,13.5,3615.17,1978.62,5593.79,Benjamin Moran,COMPLETED,UR_MAINTENANCE_RECORDS,0edff6ed123c72bbee1a6b1fc5f41d8391716bed028dba3bc5f2d8e16177caf0,2026-03-20T07:54:08.507740,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507741,9999-12-31T00:00:00
MR-041772,EQ-014005,BR-01009,PREVENTIVE,Preventive maintenance - Generator 200kW Diesel,2025-05-08,2025-05-09,2025-05-10,20.9,537.9,1982.15,2520.05,Ashley Combs,COMPLETED,UR_MAINTENANCE_RECORDS,052a183d71dacdbfa694e7d692db962f7bfc867c4ba8cc79b7a8d7f8c093e5d0,2026-03-20T07:54:08.507805,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507806,9999-12-31T00:00:00
MR-041773,EQ-014534,BR-01011,INSPECTION,Inspection maintenance - Generator 20kW Diesel,2025-10-11,2025-10-11,2025-10-13,11.4,0.0,1138.74,1138.74,Emily Nelson,COMPLETED,UR_MAINTENANCE_RECORDS,1c4c84e0a7342967f1caf39eb98b5de4e0810be69ce29ba4869fe573e4e8eec6,2026-03-20T07:54:08.507871,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507871,9999-12-31T00:00:00
MR-041774,EQ-014147,BR-01063,INSPECTION,Inspection maintenance - Backhoe Loader,2025-08-07,2025-08-07,2025-08-07,3.1,0.0,250.58,250.58,Joyce Jones,COMPLETED,UR_MAINTENANCE_RECORDS,857be09db0812dd272bb01b814c83cca930c69c22224451d88fd86fa705a3230,2026-03-20T07:54:08.507936,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.507937,9999-12-31T00:00:00
MR-041775,EQ-012436,BR-01074,EMERGENCY,Emergency maintenance - Wheel Loader,2025-09-15,2025-09-15,2025-09-17,22.0,2140.65,1892.51,4033.16,Daniel Villanueva,COMPLETED,UR_MAINTENANCE_RECORDS,677049beb7df4af25f53409b17c46ad8e3f033849b7c1dcef813d19201ec71d6,2026-03-20T07:54:08.508006,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.508006,9999-12-31T00:00:00
MR-041776,EQ-014057,BR-01039,PREVENTIVE,Preventive maintenance - Mini Excavator 4T,2025-04-26,2025-04-28,2025-04-30,19.5,3343.36,2121.43,5464.79,Richard Wilkinson,COMPLETED,UR_MAINTENANCE_RECORDS,1d49bd14a4359a5f5691ecded3397125d8ed73d385200b36b872f5814a21a4f5,2026-03-20T07:54:08.508066,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.508067,9999-12-31T00:00:00
MR-041777,EQ-012961,BR-01074,CORRECTIVE,Corrective maintenance - Crawler Dozer,2025-03-22,2025-03-25,2025-03-27,23.2,537.08,2155.82,2692.9,John Wang,COMPLETED,UR_MAINTENANCE_RECORDS,81bc7aed60d8d9692c47281510f7e182173cbd3633a36f0df8c6e7ee6405638a,2026-03-20T07:54:08.508128,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.508129,9999-12-31T00:00:00
MR-041778,EQ-011515,BR-01091,INSPECTION,Inspection maintenance - Mini Excavator 4T,2025-08-26,2025-08-26,2025-08-27,19.4,0.0,2827.29,2827.29,Diana Matthews,COMPLETED,UR_MAINTENANCE_RECORDS,84a2dc54c92f1a9271a4bce7aefddfc34a38fd174c3149ab591cbf5078c7db52,2026-03-20T07:54:08.508193,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.508194,9999-12-31T00:00:00
MR-041779,EQ-014955,BR-01071,PREVENTIVE,Preventive maintenance - All Terrain Crane 50T,2025-10-04,2025-10-06,2025-10-07,11.4,1565.28,1574.98,3140.26,Diane Gray,COMPLETED,UR_MAINTENANCE_RECORDS,424e57b3da0c11dc0c4b2a83503623695da389c7362987c5bc5f15d0fcea22cf,2026-03-20T07:54:08.508258,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.508259,9999-12-31T00:00:00
MR-041780,EQ-014830,BR-01029,INSPECTION,Inspection maintenance - Excavator 14T,2025-09-03,2025-09-03,2025-09-04,13.2,0.0,1920.48,1920.48,Courtney Morales,COMPLETED,UR_MAINTENANCE_RECORDS,ba3068a7dd90336510d44744dbd4b3709405d332f288976b8d0714fb6c02b181,2026-03-20T07:54:08.508321,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.508322,9999-12-31T00:00:00
MR-041781,EQ-014061,BR-01023,INSPECTION,Inspection maintenance - Air Compressor 185 CFM,2025-05-03,2025-05-06,2025-05-07,4.1,0.0,479.27,479.27,Melissa Villa,COMPLETED,UR_MAINTENANCE_RECORDS,3cbce7abcf6b8310093b8512d271e6d190770db60f745415897d4fc8194ec227,2026-03-20T07:54:08.508385,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.508386,9999-12-31T00:00:00
MR-041782,EQ-014184,BR-01028,INSPECTION,Inspection maintenance - Excavator 30T,2025-12-21,2025-12-24,2025-12-25,1.3,0.0,184.96,184.96,Erica Roberts,COMPLETED,UR_MAINTENANCE_RECORDS,70f0b86fb2bf720fc83b55508f97ca42956b49068d5d5532cad3e529af011ecc,2026-03-20T07:54:08.508450,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.508450,9999-12-31T00:00:00
MR-041783,EQ-014392,BR-01090,CORRECTIVE,Corrective maintenance - Welder Generator 500A,2025-09-10,2025-09-12,2025-09-14,22.8,1373.22,2769.66,4142.88,Sean Rivers,COMPLETED,UR_MAINTENANCE_RECORDS,0a89e201ee8c161b6ae4bc3b8675b2409f731453dbe48814b2cf5f867e643e09,2026-03-20T07:54:08.508512,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.508513,9999-12-31T00:00:00
MR-041784,EQ-014719,BR-01066,PREVENTIVE,Preventive maintenance - Welder Generator 500A,2025-05-24,2025-05-25,2025-05-27,2.6,3730.57,253.27,3983.84,Melanie Richard,COMPLETED,UR_MAINTENANCE_RECORDS,07511f93af30a8b23eb9eef4ba4ab9d04fe7771a1e9a2c1a4d148d39de2c4e13,2026-03-20T07:54:08.508577,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.508578,9999-12-31T00:00:00
MR-041785,EQ-013927,BR-01082,PREVENTIVE,Preventive maintenance - Hot Water Pressure Washer,2025-12-05,2025-12-08,2025-12-09,9.3,2595.94,813.8,3409.74,Megan Foley,COMPLETED,UR_MAINTENANCE_RECORDS,164adefdb2164df08a735942d117a7ed9fd506fe053f9cd54e58462e9d044fc9,2026-03-20T07:54:08.508641,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.508642,9999-12-31T00:00:00
